semana,dia,enfoque,fase_semana,bloque,ejercicio,series,reps_o_tiempo,,carga_sugerida,rpe_rir,tempo,descanso,objetivo,regla_tendon_24h,progresion,notas
4,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Carga moderada: RIR 2, no buscar PR",Accesorio,Pantorrilla de pie o prensa,4,12-15,,15-25 kg o 25 lb+,RIR 2-3,3-1-2,60-90 s,Tendón Aquiles/pantorrilla e hipertrofia,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube por reps antes de subir carga.
4,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Carga moderada: RIR 2, no buscar PR",Core,Plancha / dead bug,3,30-45 s,,BW,controlado,controlado,60 s,Estabilidad para sentadilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sin dolor lumbar.
4,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Carga moderada: RIR 2, no buscar PR",Skill controlado,Handstand lean,5,25 s,,BW,técnico,controlado,60-90 s,Tolerancia de muñeca/hombro sin fatiga excesiva,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Corta serie antes de perder posición.
4,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Carga moderada: RIR 2, no buscar PR",Skill excéntrico,Negative lean,4,6,,BW,RIR 2-3,5 s negativa,60-90 s,Control excéntrico hombro/escápula,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Bajada de 5s; cero rebotes.
4,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Carga moderada: RIR 2, no buscar PR",Técnica,Muscle-up en anillas - práctica,6,2 reps técnicas,,banda si hace falta,RIR 3,controlado,2-3 min,Mantener habilidad sin irritar codo/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo. Si sientes tendón, cambia por transición en anillas bajas."
4,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Carga moderada: RIR 2, no buscar PR",Accesorio,Shoulder press ligero,3,10,,34,RIR 2-3,3-1-2,90-120 s,Volumen técnico adicional de hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Debe sentirse fácil y limpio.
4,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Carga moderada: RIR 2, no buscar PR",Accesorio,Elevación lateral,3,15-20,,ligero,RIR 3-4,2-1-2,60 s,Hipertrofia deltoide sin mucho estrés articular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",No balancear.
4,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Carga moderada: RIR 2, no buscar PR",Prehab,YTWL / trap 3 raise,2-3,12-15,,muy ligero,RIR 4,2-1-2,45-60 s,Escápula y manguito rotador,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Calidad > peso.
5,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Tendón/activación,"Isométrico empuje mid-range (pared o barra, sin dolor)",3-5,30-45 s,,40-60% esfuerzo,dolor <=3/10,isométrico,60-90 s,Analgesia y tolerancia de tendón antes de empujar,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codo/hombro en posición cómoda; no busques temblor máximo.
5,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Principal,Incline bench press,3,8,,57.5-60,RIR 4,3-1-2,2-3 min,Hipertrofia y fuerza submáxima basada en 70x10/80x5,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo; barra siempre rápida. Si hombro se siente raro, usa agarre un poco más cerrado."
5,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio,Peck deck,2,12,,50-52.5,RIR 4,3-1-2,90-120 s,Volumen de pecho con baja demanda técnica,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Mantén escápulas fijas; no estires agresivo abajo.
5,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio,Shoulder press,2,10,,28-30,RIR 4,3-1-2,2 min,Deltoide/press sin llegar al límite,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Recorrido limpio; si molesta, cambia a mancuernas o landmine."
5,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio controlado,Dips,2,8,,BW o asistido,RIR 4,3-1-2,2 min,Mantener patrón sin irritar tendón anterior/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Prohibido fallo las primeras 7 semanas; profundidad solo hasta donde no moleste.
5,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Prehab,Rotación externa banda/cable,3,15-20,,ligero,RIR 4,2-1-2,45-60 s,Manguito rotador y estabilidad escapular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Que queme músculo, no tendón/articulación."
5,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Tendón/activación,Isométrico curl martillo a 90°,3-5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Preparar tendón de bíceps/antebrazo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Muñeca neutra; si se irrita, cambia por agarre pronado."
5,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Principal,Supine pull-up / dominada supina,3,6,,BW,RIR 4,3-1-2,2-3 min,Mantener fuerza con menos estrés que tus +40 kg pesados,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Pecho hacia barra, bajada lenta; no busques fallo."
5,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Principal accesorio,Gironda row,2,12,,45-48,RIR 4,3-1-2,2 min,Volumen de dorsales/romboides basado en 54x10,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s contraído; evita tirones.
5,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Control escapular,Scap pull-ups,3,10-12,,BW,RIR 4,2-1-2,60-90 s,Técnica de dominada y descarga de codo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Solo movimiento escapular, brazos largos."
5,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio tendón,Hammer curl slow,2-3,12-15,,ligero-moderado,RIR 3-4,3-1-3,60-90 s,Carga lenta para tendón de codo/bíceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube peso solo si no hay dolor al día siguiente.
5,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Deload tendinoso: -30% volumen/carga, técnica limpia",Prehab,Face pull / rear delt,3,15-20,,ligero,RIR 4,2-1-2,60 s,Salud de hombro y postura,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codos altos sin dolor.
5,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Deload tendinoso: -30% volumen/carga, técnica limpia",Tendón/activación,Spanish squat o extensión isométrica,5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Tolerancia de tendón rotuliano/cuádriceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Ángulo cómodo; debe sentirse cuádriceps, no dolor punzante."
5,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Deload tendinoso: -30% volumen/carga, técnica limpia",Principal,Squat libre,3,6,,72.5-75,RIR 4,3-1-2,2-4 min,Hipertrofia/fuerza basada en 100x7,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No grinder; si la espalda baja molesta, cambia a hack de la fila siguiente."
5,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Deload tendinoso: -30% volumen/carga, técnica limpia",Alternativa si no hay squat,Hack squat,2,10,,80-85,RIR 4,3-1-2,2-3 min,Mismo objetivo con más estabilidad,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Usa esta fila solo si ese día no haces squat libre.
5,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio,Isquio sentado,2,12,,36-41,RIR 4,3-1-2,90-120 s,Isquios y protección de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s abajo/contraído.
5,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio tendón,Extensión de cuadriceps slow,3,12-15,,ligero-moderado,RIR 3,3-1-3,90 s,HSR ligero/moderado para tendón de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Rango sin dolor; no bloquear agresivo.
5,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio,Pantorrilla de pie o prensa,4,12-15,,15-25 kg o 25 lb+,RIR 2-3,3-1-2,60-90 s,Tendón Aquiles/pantorrilla e hipertrofia,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube por reps antes de subir carga.
5,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Deload tendinoso: -30% volumen/carga, técnica limpia",Core,Plancha / dead bug,3,30-45 s,,BW,controlado,controlado,60 s,Estabilidad para sentadilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sin dolor lumbar.
5,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Deload tendinoso: -30% volumen/carga, técnica limpia",Skill controlado,Handstand lean,3,15 s,,BW,fácil,controlado,60-90 s,Tolerancia de muñeca/hombro sin fatiga excesiva,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Corta serie antes de perder posición.
5,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Deload tendinoso: -30% volumen/carga, técnica limpia",Skill excéntrico,Negative lean,2,5,,BW,fácil,5 s negativa,60-90 s,Control excéntrico hombro/escápula,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Bajada de 5s; cero rebotes.
5,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Deload tendinoso: -30% volumen/carga, técnica limpia",Técnica,Muscle-up en anillas - práctica,0-2,solo técnica fácil,,banda/anillas bajas,fácil,controlado,2-3 min,Mantener habilidad sin irritar codo/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo. Si sientes tendón, cambia por transición en anillas bajas."
5,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio,Shoulder press ligero,2,12,,24-26,RIR 5,3-1-2,90-120 s,Volumen técnico adicional de hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Debe sentirse fácil y limpio.
5,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Deload tendinoso: -30% volumen/carga, técnica limpia",Accesorio,Elevación lateral,3,15-20,,ligero,RIR 3-4,2-1-2,60 s,Hipertrofia deltoide sin mucho estrés articular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",No balancear.
5,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,"Deload tendinoso: -30% volumen/carga, técnica limpia",Prehab,YTWL / trap 3 raise,2-3,12-15,,muy ligero,RIR 4,2-1-2,45-60 s,Escápula y manguito rotador,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Calidad > peso.
6,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Tendón/activación,"Isométrico empuje mid-range (pared o barra, sin dolor)",3-5,30-45 s,,40-60% esfuerzo,dolor <=3/10,isométrico,60-90 s,Analgesia y tolerancia de tendón antes de empujar,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codo/hombro en posición cómoda; no busques temblor máximo.
6,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Principal,Incline bench press,4,8,,70,RIR 2,3-1-1,2-3 min,Hipertrofia y fuerza submáxima basada en 70x10/80x5,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo; barra siempre rápida. Si hombro se siente raro, usa agarre un poco más cerrado."
6,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio,Peck deck,4,10,,62.5-65,RIR 2,3-1-2,90-120 s,Volumen de pecho con baja demanda técnica,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Mantén escápulas fijas; no estires agresivo abajo.
6,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio,Shoulder press,4,8,,38,RIR 2,3-1-1,2 min,Deltoide/press sin llegar al límite,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Recorrido limpio; si molesta, cambia a mancuernas o landmine."
6,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio controlado,Dips,3,10,,BW,RIR 2-3,3-1-2,2 min,Mantener patrón sin irritar tendón anterior/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Prohibido fallo las primeras 7 semanas; profundidad solo hasta donde no moleste.
6,D1 Push,Hipertrofia pecho/hombro + descarga tendón hombro/codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Prehab,Rotación externa banda/cable,3,15-20,,ligero,RIR 4,2-1-2,45-60 s,Manguito rotador y estabilidad escapular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Que queme músculo, no tendón/articulación."
6,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Tendón/activación,Isométrico curl martillo a 90°,3-5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Preparar tendón de bíceps/antebrazo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Muñeca neutra; si se irrita, cambia por agarre pronado."
6,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Principal,Supine pull-up / dominada supina,4,6,,BW + 10 kg,RIR 2,3-1-1,2-3 min,Mantener fuerza con menos estrés que tus +40 kg pesados,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Pecho hacia barra, bajada lenta; no busques fallo."
6,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Principal accesorio,Gironda row,4,10,,56,RIR 2,3-1-2,2 min,Volumen de dorsales/romboides basado en 54x10,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s contraído; evita tirones.
6,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Control escapular,Scap pull-ups,3,10-12,,BW,RIR 4,2-1-2,60-90 s,Técnica de dominada y descarga de codo,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Solo movimiento escapular, brazos largos."
6,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Accesorio tendón,Hammer curl slow,2-3,12-15,,ligero-moderado,RIR 3-4,3-1-3,60-90 s,Carga lenta para tendón de codo/bíceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube peso solo si no hay dolor al día siguiente.
6,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,"Reacumulación: vuelve a cargas útiles, RIR 2",Prehab,Face pull / rear delt,3,15-20,,ligero,RIR 4,2-1-2,60 s,Salud de hombro y postura,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codos altos sin dolor.
6,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,"Reacumulación: vuelve a cargas útiles, RIR 2",Tendón/activación,Spanish squat o extensión isométrica,5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Tolerancia de tendón rotuliano/cuádriceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Ángulo cómodo; debe sentirse cuádriceps, no dolor punzante."
